index,character,dialogue,episode
369,GREEDO,Jabbas through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,IV
370,HAN,Even I get boarded sometimes.  Do you think I had a choice?,IV
371,GREEDO,You can tell that to Jabba.  He may only take your ship.,IV
372,HAN,Over my dead body.,IV
373,GREEDO,Thats the idea Ive been looking forward to killing you for a long time.,IV
374,HAN,Yes Ill bet you have.,IV
375,HAN,Sorry about the mess.,IV
376,VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.,IV
377,IMPERIAL,OFFICER The final check-out is complete.  All systems are operational.  What course shall we set?,IV
378,TARKIN,Perhaps she would respond to an alternative form of persuasion.,IV
379,VADER,What do you mean?,IV
380,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leias home planet of Alderaan.,IV
381,TROOPER,With pleasure.,IV
382,THREEPIO,Lock the door Artoo.,IV
383,TROOPER,All right check that side of the street.  Its secure.  Move on to the next door.,IV
384,THREEPIO,I would much rather have gone with Master Luke than stay here with you.  I dont know what all this trouble is about but Im sure it must be your fault.,IV
385,THREEPIO,You watch your language!,IV
386,LUKE,He says its the best he can do.  Since the XP-38 came out they ,IV
387,BEN,It will be enough.,IV
388,BEN,If the ships as fast as hes boasting we ought to do well.,IV
389,JABBA,Come on out Solo!,IV
390,HAN,Ive been waiting for you Jabba.,IV
391,JABBA,I expected you would be.,IV
392,HAN,Im not the type to run.,IV
393,JABBA,Han my boy there are times when you disappoint me... why havent you paid me?  And why did you have to fry poor Greedo like that... after all weve been through together.,IV
394,HAN,You sent Greedo to blast me.,IV
395,JABBA,Han why youre the best smuggler in the business.  Youre too valuable to fry.  He was only relaying my concern at your delays.  He wasnt going to blast you.,IV
396,HAN,I think he thought he was.  Next time dont send one of those twerps.  If youve got something to say to me come see me yourself.,IV
397,JABBA,Han Han!  If only you hadnt had to dump that shipment of spice... you understand I just cant make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  Its not good business.,IV
398,HAN,You know even I get boarded sometimes Jabba.  I had no choice but Ive gota charter now and I can pay you back plus a little extra.  I just need some more time.,IV
399,JABBA,Put your blasters away.  Han my boy Im only doing this because youre the best and I need you.  So for an extra say... twenty percent Ill give you a little more time... but this is it.  If you disappoint me again Ill put a price on your head so large you wont be able to go near a civilized system for the rest of your short life.,IV
400,HAN,Jabba Ill pay you because its my pleasure.,IV
401,LUKE,What a piece of junk.,IV
402,HAN,Shell make point five beyond the speed of light.  She may not look like much but shes got it where it counts kid.  Ive added some special modifications myself.,IV
403,HAN,Were a little rushed so if youll hurry aboard well get out of here.,IV
404,THREEPIO,Hello sir.,IV
405,TROOPER,Which way?,IV
406,TROOPER,All right men.  Load your weapons!,IV
407,TROOPER,Stop that ship!,IV
408,TROOPER,Blast em!,IV
409,HAN,Chewie get us out of here!,IV
410,THREEPIO,Oh my.  Id forgotten how much I hate space travel.,IV
411,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,IV
412,HAN,Stay sharp!  There are two more coming in; theyre going to try to cut us off.,IV
413,LUKE,Why dont you outrun them?  I thought you said this thing was fast.,IV
414,HAN,Watch your mouth kid or youre going to find yourself floating home.  Well be safe enough once we make the jump to hyperspace.  Besides I know a few maneuvers. Well lose them!,IV
415,HAN,Heres where the fun begins!,IV
416,BEN,How long before you can make the jump to light speed?,IV
417,HAN,Itll take a few moments to get the coordinates from the navi-computer.,IV
418,LUKE,Are you kidding?  At the rate theyre gaining...,IV
419,HAN,Traveling through hyperspace isnt like dusting crops boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and thatd end your trip real quick wouldnt it?,IV
420,LUKE,Whats that flashing?,IV
421,HAN,Were losing our deflector shield.  Go strap yourself in Im going to make the jump to light speed.,IV
422,MOTTI,Weve entered the Alderaan system.,IV
423,LEIA,Governor Tarkin I should have expected to find you holding Vaders leash.  I recognized your foul stench when I was brought on board.,IV
424,TARKIN,Charming to the last.  You dont know how hard I found it signing the order to terminate your life!,IV
425,LEIA,to take the responsibility yourself!,IV
426,TARKIN,Princess Leia before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.,IV
427,LEIA,The more you tighten your grip Tarkin the more star systems will slip through your fingers.,IV
428,TARKIN,Not after we demonstrate the power of this station.  In a way you have determined the choice of the planet thatll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base I have chosen to test this stations destructive power... on your home planet of Alderaan.,IV
429,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You cant possibly...,IV
430,TARKIN,You would prefer another target?  A military target?  Then name the system!,IV
431,TARKIN,I grow tired of asking this.  So itll be the last time.  Where is the Rebel base?,IV
432,LEIA,Dantooine.,IV
433,LEIA,Theyre on Dantooine.,IV
434,TARKIN,There.  You see Lord Vader she can be reasonable. Continue with the operation.  You may fire when ready.,IV
435,LEIA,What?,IV
436,TARKIN,Youre far too trusting.  Dantooine is too remote to make an effective demonstration.  But dont worry.  We will deal with your Rebel friends soon enough. ,IV
437,LEIA,No!,IV
438,VADER,Commence primary ignition.,IV
439,LUKE,Are you all right?  Whats wrong?,IV
440,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,IV
441,BEN,Youd better get on with your exercises.,IV
442,HAN,Well you can forget your troubles with those Imperial slugs.  I told you Id outrun em.,IV
443,HAN,Dont everyone thank me at once.,IV
444,HAN,Anyway we should be at Alderaan about oh-two-hundred hours.,IV
445,THREEPIO,Now be careful Artoo.,IV
446,THREEPIO,He made a fair move.  Screaming about it wont help you.,IV
447,HAN,Let him have it. Its not wise to upset a Wookiee.,IV
448,THREEPIO,But sir nobody worries about upsetting a droid.,IV
449,HAN,Thats cause droids dont pull peoples arms out of their socket when they lose.  Wookiees are known to do that.,IV
450,THREEPIO,I see your point sir.  I suggest a new strategy Artoo.  Let the Wookiee win.,IV
451,BEN,Remember a Jedi can feel the Force flowing through him.,IV
452,LUKE,You mean it controls your actions?,IV
453,BEN,Partially. But it also obeys your commands.,IV
454,HAN,Hokey religions and ancient weapons are no match for a good blaster at your side kid.,IV
455,LUKE,You dont believe in the Force do you?,IV
456,HAN,Kid Ive flown from one side of this galaxy to the other.  Ive seen a lot of strange stuff but Ive never seen anything to make me believe theres one all-powerful force controlling everything.  Theres no mystical energy field that controls my destiny.,IV
457,HAN,Its all a lot of simple tricks and nonsense.,IV
458,BEN,I suggest you try it again Luke.,IV
459,BEN,This time let go your conscious self and act on instinct.,IV
460,LUKE,With the blast shield down I cant even see.  How am I supposed to fight?,IV
461,BEN,Your eyes can deceive you.  Dont trust them.,IV
462,BEN,Stretch out with your feelings.,IV
463,BEN,You see you can do it.,IV
464,HAN,I call it luck. ,IV
465,BEN,In my experience theres no such thing as luck.,IV
466,HAN,Look going good against remotes is one thing.  Going good against the living?  Thats something else.,IV
467,HAN,Looks like were coming up on Alderaan.,IV
468,LUKE,You know I did feel something.  I could almost see the remote.,IV
469,BEN,Thats good.  You have taken your first step into a larger world.,IV
470,TARKIN,Yes.,IV
471,OFFICER,CASS Our scout ships have reached Dantooine.  They found the remains of a Rebel base but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems.,IV
472,TARKIN,She lied!  She lied to us!,IV
473,VADER,I told you she would never consciously betray the Rebellion.,IV
474,TARKIN,Terminate her... immediately!,IV
475,HAN,Stand by Chewie here we go.  Cut in the sublight engines.,IV
476,HAN,What the...?  Aw weve come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  Its not on any of the charts.,IV
477,LUKE,Whats going on?,IV
478,HAN,Our position is correct except... no Alderaan!,IV
479,LUKE,What do you mean?  Where is it?,IV
480,HAN,Thats what Im trying to tell you kid.  It aint there.  Its been totally blown away.,IV
481,LUKE,What?  How?,IV
482,BEN,Destroyed... by the Empire!,IV
483,HAN,The entire starfleet couldnt destroy the whole planet.  Itd take a thousand ships with more fire power than Ive...,IV
484,HAN,Theres another ship coming in.,IV
485,LUKE,Maybe they know what happened.,IV
486,BEN,Its an Imperial fighter.,IV
487,LUKE,It followed us!,IV
488,BEN,No.  Its a short range fighter.,IV
489,HAN,There arent any bases around here.  Where did it come from?,IV
490,LUKE,It sure is leaving in a big hurry.  If they identify us were in big trouble.,IV
491,HAN,Not if I can help it.  Chewie... jam its transmissions.,IV
492,BEN,Itd be as well to let it go.  Its too far out of range.,IV
493,HAN,Not for long...,IV
494,BEN,A fighter that size couldnt get this deep into space on its own.,IV
495,LUKE,Then he must have gotten lost been part of a convoy or something...,IV
496,HAN,Well he aint going to be around long enough to tell anyone about us.,IV
497,LUKE,Look at him.  Hes heading for that small moon.,IV
498,HAN,I think I can get him before he gets there... hes almost in range.,IV
499,BEN,Thats no moon!  Its a space station.,IV
500,HAN,Its too big to be a space station.,IV
501,LUKE,I have a very bad feeling about this.,IV
502,BEN,Turn the ship around!,IV
503,HAN,Yeah I think your right.  Full reverse!  Chewie lock in the auxiliary power.,IV
504,LUKE,Why are we still moving towards it?,IV
505,HAN,Were caught in a tractor beam!  Its pulling us in!,IV
506,LUKE,But theres gotta be something you can do!,IV
507,HAN,Theres nothin I can do about it kid.  Im in full power.  Im going to have to shut down.  But theyre not going to get me without a fight!,IV
508,BEN,You cant win.  But there are alternatives to fighting.,IV
509,VOICE,OVER DEATH STAR INTERCOM Clear Bay twenty-three-seven.  We are opening the magnetic field.,IV
510,OFFICER,To your stations!,IV
511,OFFICER,Come with me.,IV
512,OFFICER,Close all outboard shields!  Close all outboard shields!,IV
513,TARKIN,Yes.,IV
514,VOICE,Weve captured a freighter entering the remains of the Alderaan system.  Its markings match those of a ship that blasted its way out of Mos Eisley.,IV
515,VADER,They must be trying to return the stolen plans to the princess.  She may yet be of some use to us.,IV
516,VOICE,Unlock one-five-seven and nine. Release charges.,IV
517,OFFICER,Theres no one on board sir.  According to the log the crew abandoned ship right after takeoff.  It must be a decoy sir.  Several of the escape pods have been jettisoned.,IV
518,VADER,Did you find any droids?,IV
519,OFFICER,No sir.  If there were any on board they must also have jettisoned.,IV
520,VADER,Send a scanning crew on board.  I want every part of this ship checked.,IV
521,OFFICER,Yes sir.,IV
522,VADER,I sense something... a presence I havent felt since...,IV
523,OFFICER,Get me a scanning crew in here on the double.  I want every part of this ship checked!,IV
524,LUKE,Boy its lucky you had these compartments.,IV
525,HAN,I use them for smuggling.  I never thought Id be smuggling myself in them.  This is ridiculous.  Even if I could take off Id never get past the tractor beam.,IV
526,BEN,Leave that to me!,IV
527,HAN,Damn fool. I knew that you were going to say that!,IV
528,BEN,Whos the more foolish... the fool or the fool who follows him?,IV
529,TROOPER,The ships all yours.  If the scanners pick up anything report it immediately.  All right lets go.,IV
530,HAN,Hey down there could you give us a hand with this?,IV
531,GANTRY,OFFICER TX-four-one-two.  Why arent you at your post?  TX-four-one-two do you copy? ,IV
532,GANTRY,OFFICER Take over.  Weve got a bad transmitter.  Ill see what I can do.,IV
533,LUKE,You know between his howling and your blasting everything in sight its a wonder the whole station doesnt know were here.,IV
534,HAN,Bring them on!  I prefer a straight fight to all this sneaking around.,IV
535,THREEPIO,We found the computer outlet sir.,IV
536,BEN,Plug in.  He should be able to interpret the entire Imperial computer network.,IV
537,THREEPIO,He says hes found the main control to the power beam thats holding the ship here.  Hell try to make the precise location appear on the monitor.,IV
538,THREEPIO,The tractor beam is coupled to the main reactor in seven locations.  A power loss at one of the terminals will allow the ship to leave.,IV
539,BEN,I dont think you boys can help.  I must go alone.,IV
540,HAN,Whatever you say.  Ive done more than I bargained for on this trip already.,IV
541,LUKE,I want to go with you.,IV
542,BEN,Be patient Luke.  Stay and watch over the droids.,IV
543,LUKE,But he can...,IV
544,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan.  Your destiny lies along a different path from mine.  The Force will be with you... always!,IV
545,HAN,Boy you said it Chewie.,IV
546,HAN,Where did you dig up that old fossil?,IV
547,LUKE,Ben is a great man.,IV
548,HAN,Yeah great at getting us into trouble.,IV
549,LUKE,I didnt hear you give any ideas...,IV
550,HAN,Well anything would be better than just hanging around waiting for them to pick us up...,IV
551,LUKE,Who do you think...,IV
552,LUKE,What is it?,IV
553,THREEPIO,Im afraid Im not quite sure sir. He says I found her and keepsrepeating Shes here.,IV
554,LUKE,Well who... who has he found?,IV
555,THREEPIO,Princess Leia.,IV
556,LUKE,The princess?  Shes here?,IV
557,HAN,Princess?,IV
558,LUKE,Where... where is she?,IV
559,HAN,Princess?  Whats going on?,IV
560,THREEPIO,Level five. Detention block AA-twenty-three.  Im afraid shes scheduled to be terminated.,IV
561,LUKE,Oh no!  Weve got to do something.,IV
562,HAN,What are you talking about?,IV
563,LUKE,The droid belongs to her.  Shes the one in the message.  Weve got to help her.,IV
564,HAN,Now look dont get any funny ideas.  The old man wants us to wait right here.,IV
565,LUKE,But he didnt know she was here.  Look will you just find a way back into the detention block?,IV
566,HAN,Im not going anywhere.,IV
567,LUKE,Theyre going to execute her.  Look a few minutes ago you said you didnt want to just wait here to be captured.  Now all you want to do is stay. ,IV
568,HAN,Marching into the detention area is not what I had in mind.,IV
569,LUKE,But theyre going to kill her!,IV
570,HAN,Better her than me...,IV
571,LUKE,Shes rich.,IV
572,HAN,Rich?,IV
573,LUKE,Yes.  Rich powerful!  Listen if you were to rescue her the reward would be...,IV
574,HAN,What?,IV
575,LUKE,Well more wealth that you can imagine.,IV
576,HAN,I dont know I can imagine quite a bit!,IV
577,LUKE,Youll get it!,IV
578,HAN,I better!,IV
579,LUKE,You will...,IV
580,HAN,All right kid.  But youd better be right about this!,IV
581,LUKE,All right.,IV
582,HAN,Whats your plan?,IV
583,LUKE,Uh... Threepio hand me those binders there will you?,IV
584,LUKE,Okay.  Now Im going to put these on you.,IV
585,LUKE,Okay.  Han you put these on.,IV
586,HAN,Dont worry Chewie.  I think I know what he has in mind.,IV
587,THREEPIO,Master Luke sir!  Pardon me for asking... but ah... what should Artoo and I do if were discovered here?,IV
588,LUKE,Lock the door!,IV
589,HAN,And hope they dont have blasters.,IV
590,THREEPIO,That isnt very reassuring.,IV
591,LUKE,I cant see a thing in this helmet.,IV
592,HAN,This is not going to work.,IV
593,LUKE,Why didnt you say so before?,IV
594,HAN,I did say so before!,IV
595,OFFICER,Where are you taking this... thing?,IV
596,LUKE,Prisoner transfer from Block one-one-three-eight.,IV
597,OFFICER,I wasnt notified.  Ill have to clear it.,IV
598,HAN,Look out!  Hes loose!,IV
599,LUKE,Hes going to pull us all apart.,IV
600,HAN,Go get him!,IV
601,HAN,Weve got to find out which cell this princess of yours is in.  Here it is... cell twenty-one-eight-seven.  You go get her.  Ill hold them here.,IV
602,HAN,Everything is under control.  Situation normal.,IV
603,INTERCOM,VOICE What happened?,IV
604,HAN,Uh... had a slight weapons malfunction.  But uh everythings perfectly all right now.  Were fine.  Were all fine here now thank you.  How are you?,IV
605,INTERCOM,VOICE Were sending a squad up.,IV
606,HAN,Uh uh negative negative.  We had a reactor leak here now.  Give us a few minutes to lock it down.  Large leak... very dangerous.,IV
607,INTERCOM,VOICE Who is this?  Whats your operating number?,IV
608,HAN,Boring conversation anyway.Luke!  Were going to have company!,IV
609,LEIA,Arent you a little short for a stormtrooper?,IV
610,LUKE,What?  Oh... the uniform.  Im Luke Skywalker.  Im here to rescue you. ,IV
611,LEIA,Youre who?,IV
612,LUKE,Im here to rescue you.  Ive got your R2 unit.  Im here with Ben Kenobi.,IV
613,LEIA,Ben Kenobi is here!  Where is he?,IV
614,LUKE,Come on!,IV
615,VADER,He is here...,IV
616,TARKIN,Obi-Wan Kenobi!  What makes you think so?,IV
617,VADER,A tremor in the Force.  The last time I felt it was in the presence of my old master.,IV
618,TARKIN,Surely he must be dead by now.,IV
619,VADER,Dont underestimate the Force.,IV
620,TARKIN,The Jedi are extinct their fire has gone out of the universe.  You my friend are all thats left of their religion.,IV
621,TARKIN,Yes.,IV
622,INTERCOM,VOICE Governor Tarkin we have an emergency alert in detention block AA-twenty-three.,IV
623,TARKIN,The princess!  Put all sections on alert!,IV
624,VADER,Obi-Wan is here.  The Force is with him.,IV
625,TARKIN,If youre right he must not be allowed to escape.,IV
626,VADER,Escape may not his plan.  I must face him alone.,IV
627,HAN,Chewie!,IV
628,HAN,Get behind me!  Get behind me!,IV
629,HAN,Cant get out that way.,IV
630,LEIA,Looks like you managed to cut off our only escape route.,IV
631,HAN,Maybe youd like it back in your cell Your Highness.,IV
632,LUKE,See-Threepio!  See-Threepio!,IV
633,THREEPIO,Yes sir?,IV
634,LUKE,Weve been cut off!  Are there any other ways out of the cell bay?...What was that?  I didnt copy!,IV
635,THREEPIO,I said all systems have been alerted to your presence sir.  The main entrance seems to be the only way out; all other information on your level is restricted.,IV
636,TROOPER,VOICE Open up in there!,IV
637,THREEPIO,Oh no!,IV
638,LUKE,There isnt any other way out.,IV
639,HAN,I cant hold them off forever!  Now what?,IV
640,LEIA,This is some rescue.  When you came in here didnt you have a plan for getting out?,IV
641,HAN,Hes the brains sweetheart.,IV
642,LUKE,Well I didnt...,IV
643,HAN,What the hell are you doing?,IV
644,LEIA,Somebody has to save our skins.  Into the garbage chute wise guy.,IV
645,HAN,Get in there you big furry oaf!  I dont care what you smell!  Get in there and dont worry about it.,IV
646,HAN,Wonderful girl!  Either Im going to kill her or Im beginning to like her.  Get in there!,IV
647,HAN,Oh!  The garbage chute was a really wonderful idea.  What an incredible smell youve discovered!  Lets get out of here!  Get away from there...,IV
648,LUKE,No!  wait!,IV
649,LUKE,Will you forget it?  I already tried it.  Its magnetically sealed!,IV
650,LEIA,Put that thing away!  Youre going to get us all killed.,IV
651,HAN,Absolutely Your Worship.  Look I had everything under control until you led us down here.  You know its not going to take them long to figure out what happened to us.,IV
652,LEIA,It could be worse...,IV
653,HAN,Its worse.,IV
654,LUKE,Theres something alive in here!,IV
655,HAN,Thats your imagination.,IV
656,LUKE,Something just moves past my leg!  Look!  Did you see that?,IV
657,HAN,What?,IV
658,LUKE,Help!,IV
659,HAN,Luke!  Luke!  Luke!,IV
660,LEIA,Luke!,IV
661,LEIA,Luke Luke grab a hold of this.,IV
662,LUKE,Blast it will you!  My guns jammed.,IV
663,HAN,Where?,IV
664,LUKE,Anywhere!  Oh!!,IV
665,HAN,Luke!  Luke!,IV
666,LEIA,Grab him!,IV
667,LEIA,What happened?,IV
668,LUKE,I dont know it just let go of me and disappeared...,IV
669,HAN,Ive got a very bad feeling about this.,IV
670,LUKE,The walls are moving!,IV
671,LEIA,Dont just stand there.  Try and brace it with something.,IV
672,LUKE,Wait a minute!,IV
673,LUKE,Threepio!  Come in Threepio!  Threepio!  Where could he be?,IV
674,FIRST,TROOPER Take over!See to him!  Look there!,IV
675,THREEPIO,Theyre madmen!  Theyre heading for the prison level.  If you hurry you might catch them.,IV
676,FIRST,OFFICER Follow me!  You stand guard.,IV
677,THREEPIO,Come on!,IV
678,THREEPIO,Oh!  All this excitement has overrun the circuits of my counterpart here.  If you dont mind Id like to take him down to maintenance.,IV
679,TROOPER,All right.,IV
680,LUKE,Threepio!  Come in Threepio!  Threepio!,IV
681,HAN,Get to the top!,IV
682,LEIA,I cant ,IV
683,LUKE,Where could he be?  Threepio!  Threepio will you come in?,IV
684,THREEPIO,They arent here!  Something must have happened to them.  See if theyve been captured.,IV
685,THREEPIO,Hurry!,IV
686,HAN,One things for sure.  Were all going to be a lot thinner!Get on top of it!,IV
687,LEIA,Im trying!,IV
688,THREEPIO,Thank goodness they havent found them!  Where could they be?,IV
689,THREEPIO,Use the comlink?  Oh my!  I forgot I turned it off!,IV
690,THREEPIO,Are you there sir?,IV
691,LUKE,Threepio!,IV
692,THREEPIO,Weve had some problems...,IV
693,LUKE,Shut down all the garbage mashers on the detention level will you?  Do you copy?,IV
694,LUKE,Shut down all the garbage mashers on the detention level.,IV
695,LUKE,Shut down all the garbage mashers on the detention level.,IV
696,THREEPIO,No.  Shut them all down!  Hurry!,IV
697,THREEPIO,Listen to them!  Theyre dying Artoo!  Curse my metal body!  I wasnt fast enough.  Its all my fault!  My poor master!,IV
698,LUKE,Threepio were all right!,IV
699,LUKE,Were all right.  You did great.,IV
700,LUKE,Hey... hey open the pressure maintenance hatch on unit number... where are we?,IV
701,HAN,Three-two-six-eight-two-seven.,IV
702,HAN,If we can just avoid any more female advice we ought to be able to get out of here.,IV
703,LUKE,Well lets get moving!,IV
704,HAN,Where are you going?,IV
705,LEIA,No wait.  Theyll hear!,IV
706,HAN,Come here you big coward!,IV
707,HAN,Chewie!  Come here!,IV
708,LEIA,Listen. I dont know who you are or where you came from but from now on you do as I tell you.  Okay?,IV
709,HAN,Look Your Worshipfulness lets get one thing straight!  I takeorders from one person!  Me!,IV
710,LEIA,Its a wonder youre still alive.Will somebody get this big walking carpet out of my way?,IV
711,HAN,No reward is worth this.,IV
712,OFFICER,Secure this area until the alert is canceled.,IV
713,FIRST,TROOPER Give me regular reports.,IV
714,FIRST,TROOPER Do you know whats going on?,IV
715,SECOND,TROOPER Maybe its another drill.,IV
716,SECOND,TROOPER What was that?,IV
717,FIRST,TROOPER Oh its nothing.  Dont worry about it.,IV
718,HAN,There she is.,IV
719,LUKE,See-Threepio do you copy?,IV
720,THREEPIO,For the moment.  Uh were in the main hangar across from the ship.,IV
721,LUKE,Were right above you.  Stand by.,IV
722,LEIA,You came in that thing?  Youre braver that I thought.,IV
723,HAN,Nice!  Come on!,IV
724,FIRST,TROOPER Its them!  Blast them!,IV
725,HAN,Get back to the ship!,IV
726,LUKE,Where are you going?  Come back!,IV
727,LEIA,He certainly has courage.,IV
728,LUKE,What good will it do us if he gets himself killed?  Come on!,IV
729,LUKE,I think we took a wrong turn.,IV
730,LEIA,Theres no lock!,IV
731,LUKE,That oughta hold it for a while.,IV
732,LEIA,Quick weve got to get across.  Find the control that extends the bridge.,IV
733,LUKE,Oh I think I just blasted it.,IV
734,LEIA,Theyre coming through!,IV
735,LUKE,Here hold this.,IV
736,LEIA,Here they come!,IV
737,LEIA,For luck!,IV
738,THREEPIO,Where could they be?,IV
739,TROOPER,Close the blast doors!,IV
740,TROOPER,Open the blast doors!  Open the blast doors!,IV
741,VADER,Ive been waiting for you Obi-Wan.  We meet again at last.  The circle is now complete.,IV
742,VADER,When I left you I was but the learner; now I am the master.,IV
743,BEN,Only a master of evil Darth.,IV
744,VADER,Your powers are weak old man.,IV
745,BEN,You cant win Darth.  If you strike me down I shall become more powerful than you can possibly imagine.,IV
746,HAN,Didnt we just leave this party?,IV
747,HAN,What kept you?,IV
748,LEIA,We ran into some old friends.,IV
749,LUKE,Is the ship all right?,IV
750,HAN,Seems okay if we can get to it.Just hope the old man got the tractor beam out of commission.,IV
751,LUKE,Look!,IV
752,THREEPIO,Come on Artoo were going!,IV
753,HAN,Nows our chance!  Go!,IV
754,LUKE,No!,IV
755,HAN,Come on!,IV
756,LEIA,Come on!  Luke its too late!,IV
757,HAN,Blast the door!  Kid!,IV
758,BEN,Run Luke!  Run!,IV
759,HAN,I hope the old man got that tractor beam out if commission or this is going to be a real short trip.  Okay hit it!,IV
760,HAN,Were coming up on the sentry ships.  Hold em off!  Angle the deflector shields while I charge up the main guns!,IV
761,LUKE,I cant believe hes gone.,IV
762,LEIA,There wasnt anything you could have done.,IV
763,HAN,Come on buddy were not out of this yet!,IV
764,HAN,You in kid?  Okay stay sharp!,IV
765,LEIA,Here they come!,IV
766,LUKE,Theyre coming in too fast!,IV
767,THREEPIO,Oooh!,IV
768,LEIA,Weve lost lateral controls.,IV
769,HAN,Dont worry shell hold together.,IV
770,HAN,You hear me baby?  Hold together!,IV
771,LUKE,Got him!  I got him!,IV
772,HAN,Great kid!  Dont get cocky.,IV
773,LEIA,There are still two more of them out there!,IV
774,LUKE,Thats it!  We did it!,IV
775,LEIA,We did it!,IV
776,THREEPIO,Help!  I think Im melting!This is all your fault.,IV
777,TARKIN,Are they away?,IV
778,VADER,They have just made the jump into hyperspace.,IV
779,TARKIN,Youre sure the homing beacon is secure aboard their ship?  Im taking an awful risk Vader.  This had better work.,IV
780,HAN,Not a bad bit of rescuing huh?  You know sometimes I even amaze myself.,IV
781,LEIA,That doesnt sound too hard.  Besides they let us go.  Its the only explanation for the ease of our escape.,IV
782,HAN,Easy... you call that easy?,IV
783,LEIA,Their tracking us!,IV
784,HAN,Not this ship sister.,IV
785,LEIA,At least the information in Artoo is still intact.,IV
786,HAN,Whats so important?  Whats he carrying?,IV
787,LEIA,The technical readouts of that battle station.  I only hope that when the data is analyzed a weakness can be found.  Its not over yet!,IV
788,HAN,It is for me sister!  Look I aint in this for your revolution and Im not in it for you Princess.  I expect to be well paid.  Im in it for the money!,IV
789,LEIA,You neednt worry about your reward.  If money is all that you love then thats what youll receive!,IV
790,LEIA,Your friend is quite a mercenary.  I wonder if he really cares about anything... or anyone.,IV
791,LUKE,I care!,IV
792,LUKE,So... what do you think of her Han?,IV
793,HAN,Im trying not to kid!,IV
794,LUKE,Good...,IV
795,HAN,Still shes got a lot of spirit.  I dont know what do you think?  Do you think a princess and a guy like me...,IV
796,LUKE,No!,IV
797,WILLARD,Youre safe!  We had feared the worst.,IV
798,WILLARD,When we heard about Alderaan we were afraid that you were... lost along with your father.,IV
799,LEIA,We dont have time for our sorrows commander.  The battle station has surely tracked us here.Its the only explanation for the ease of our escape.  You must use the information in this R2 unit to plan the attack.  It is our only hope.,IV
800,TARKIN,Yes.,IV
801,DEATH,STAR INTERCOM VOICE We are approaching the planet Yavin.  The Rebel base is on a moon on the far side.  We are preparing to orbit the planet.,IV
802,DODONNA,The battle station is heavily shielded and carries a firepower greater than half the star fleet.Its defenses are designed around a direct large-scale assault.  A small one-man fighter should be able to penetrate the outer defense.,IV
803,GOLD,LEADER Pardon me for asking sir but what good are snub fighters going to be against that?,IV
804,DODONNA,Well the Empire doesnt consider a small one-man fighter to be any threat or theyd have a tighter defense.  An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.,IV
805,DODONNA,The approach will not be easy.  You are required to maneuver straight down this trench and skim the surface to this point.  The target area is only two meters wide.  Its a small thermal exhaust port right below the main port.  The shaft leads directly to the reactor system.  A precise hit will start a chain reaction which should destroy the station.,IV
806,DODONNA,Only a precise hit will set up a chain reaction.  The shaft is ray-shielded so youll have to use proton torpedoes.,IV
807,WEDGE,Thats impossible even for a computer.,IV
808,LUKE,Its not impossible.  I used to bullseye womp rats in my T-sixteen back home.  Theyre not much bigger than two meters.,IV
809,DODONNA,Man your ships!  And may the Force be with you!,IV
810,DEATH,STAR INTERCOM VOICE Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes.,IV
811,VADER,This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion.,IV
812,MAN,All flight troops man your stations.  All flight troops man your stations.,IV
813,LUKE,So... you got your reward and youre just leaving then?,IV
814,HAN,Thats right yeah!  I got some old debts Ive got to pay off with this stuff.  Even if I didnt you dont think Id be fool enough to stick around here do you?  Why dont you come with us?  Youre pretty good in a fight.  I could use you.,IV
815,LUKE,Come on!  Why dont you take a look around?  You know whats about to happen what theyre up against.  They could use a good pilot like you.  Youre turning your back on them.,IV
816,HAN,What goods a reward if you aint around to use it?  Besides attacking that battle station aintmy idea of courage.  Its more like suicide.,IV
817,LUKE,All right.  Well take care of yourself Han... guess thats what youre best at isnt it?,IV
818,HAN,Hey Luke... may the Force be with you!,IV
819,HAN,Whatre you lookin at?  I know what Im doing.,IV
820,LEIA,Whats wrong?,IV
821,LUKE,Oh its Han!  I dont know I really thought hed change his mind. ,IV
822,LEIA,Hes got to follow his own path.  No one can choose it for him.,IV
823,LUKE,I only wish Ben were here.,IV
